order_number,date,price,quantity,product_id,SKU
4918,19/09/2024,249.00,1,6710308765770,CRO-ESS-BRA-P
4919,21/09/2024,134.93,1,6687222825034,TOP-HAR-PIN-P
4919,21/09/2024,209.93,1,6687222628426,LEG-HAR-BLU-P
4919,21/09/2024,245.65,1,7055137275978,top-pur-oce-m
4920,21/09/2024,349.95,1,7588865704010,MOL-462-M
4921,23/09/2024,289.00,1,7001211174986,sho-sig-azu-m
4922,23/09/2024,209.93,1,6687222595658,LEG239
4922,23/09/2024,134.93,1,6687222825034,TOP-HAR-PIN-M
4923,24/09/2024,220.15,1,7416239423562,TOP-178-M
4923,24/09/2024,220.15,1,7416239718474,CAL-179-M
4924,26/09/2024,349.00,1,6687221907530,LEG-PUR-PRE-M
4924,26/09/2024,289.00,1,6687221841994,TOP-PUR-PRE-M
4925,26/09/2024,289.00,1,7396015112266,SHO-155-P
4925,26/09/2024,289.00,1,7396015505482,TOP-167-P
4925,26/09/2024,59.00,1,7414746873930,GHO-172-P
4925,26/09/2024,59.00,1,7414746611786,GHO-171-P
4925,26/09/2024,59.00,1,7414746906698,GHO-173-P
4926,28/09/2024,289.00,1,7459397992522,SHO-398-P
4926,28/09/2024,359.00,1,7396012818506,LEG-153-M
4926,28/09/2024,289.00,1,7045786009674,sho-out-azul-m
4927,28/09/2024,216.75,1,7001211830346,top-sig-bah-p
4928,28/09/2024,349.00,1,7055134130250,leg-pur-ale-g
4928,28/09/2024,289.00,1,7055138717770,top-pur-ale-g
4928,28/09/2024,249.00,1,7484588294218,CRO-406-M
4928,28/09/2024,69.00,1,7223658512458,mei-clara-bran
4928,28/09/2024,59.00,1,7414746873930,GHO-172-M
4929,28/09/2024,349.00,1,6978390458442,LEG209
4929,28/09/2024,289.00,1,6978390491210,TOP205
4930,28/09/2024,349.00,1,7055529803850,leg-sig-azu-g
4931,30/09/2024,149.00,1,7492991582282,BON-418-U
4932,30/09/2024,239.00,1,7492977524810,TAN-417-G
4933,30/09/2024,289.00,1,7505104175178,SHO-450-M
4934,01/10/2024,349.00,1,7055529377866,leg-sig-pre-p
4934,01/10/2024,289.00,1,7001212387402,top-sig-pre-p
4935,01/10/2024,349.00,1,6946026618954,LEG255
4935,01/10/2024,289.00,1,6946026979402,TOP251
4936,01/10/2024,389.00,1,7338889445450,LEG-146-P
4936,01/10/2024,319.00,1,7338889707594,TOP-147-P
