order_number,date,price,quantity,product_id,SKU
6431,30/08/2024,269.00,1,7396017635402,SHO-164-P
6431,30/08/2024,269.00,1,6856169390154,TOP154
6431,30/08/2024,219.00,1,6687221153866,TSH-ESS-BRA-P
6432,30/08/2024,269.00,1,7001211797578,top-sig-azu-g
6432,30/08/2024,269.00,1,7001211174986,sho-sig-azu-g
6433,30/08/2024,289.00,1,7459363946570,STR-395-P
6433,30/08/2024,289.00,1,7459364372554,TOP-396-P
6433,30/08/2024,329.00,1,7495529103434,LEG-422-P
6433,30/08/2024,269.00,1,7495529922634,TOP-427-P
6434,30/08/2024,359.00,1,7396012818506,LEG-153-G
6434,30/08/2024,269.00,1,7397139841098,TOP-169-G
6435,31/08/2024,269.00,1,7397141217354,TOP-170-G
6435,31/08/2024,329.00,1,6687221907530,LEG-PUR-PRE-G
6435,31/08/2024,359.00,1,7045733744714,leg-bol-pre-g
6435,31/08/2024,269.00,1,6946026979402,TOP252
6435,31/08/2024,269.00,1,7396018389066,TOP-165-G
6435,31/08/2024,269.00,1,7045792432202,sho-out-jun-m
6436,31/08/2024,269.00,1,7001212387402,top-sig-pre-m
6436,31/08/2024,269.00,1,7396015505482,TOP-167-M
6436,31/08/2024,269.00,1,6710315647050,TOP-PUR-JUN-M
6436,31/08/2024,269.00,1,7505104175178,SHO-450-P
6436,31/08/2024,329.00,1,7055529377866,leg-sig-pre-p
6437,31/08/2024,329.00,1,6710315614282,LEG-PUR-JUN-M
6437,31/08/2024,269.00,1,6946026979402,TOP251
6437,31/08/2024,219.00,1,7420467019850,TAN-371-P
6438,31/08/2024,169.90,1,6756615815242,SHO90
6438,31/08/2024,239.00,1,7484588163146,CRO-405-M
6439,31/08/2024,329.00,1,7055134130250,leg-pur-ale-p
6439,31/08/2024,269.00,1,7055138717770,top-pur-ale-p
6440,31/08/2024,269.00,1,6710315647050,TOP-PUR-JUN-M
6440,31/08/2024,329.00,1,6710315614282,LEG-PUR-JUN-M
6441,31/08/2024,59.90,2,7223658512458,mei-clara-bran
6442,31/08/2024,269.00,1,7459360440394,TOP-390-G
6442,31/08/2024,269.00,1,7459397992522,SHO-398-G
6442,31/08/2024,59.90,1,7223658512458,mei-clara-bran
6443,31/08/2024,329.00,1,6946026618954,LEG255
